Symbol,Name,TopPick_Rank,Passed,Score,Grade,Price,MCap_Cr,PE,PEG,ROE_%,ROCE_%,OPM_%,DebtEquity,PromoterHold_%,Pledge_%,SalesGr3Y_%,ProfitGr3Y_%,FCF_Cr,SL,Target_1Y,Target_3Y,Target_5Y,52W_High,52W_Low,Dist_52H_%,Range_Pos_%,Tech_Signal,Momentum,Entry_Quality,FailReasons
NUVOCO,Nuvoco Vistas Corporation Ltd,,False,7,FAIL,328.0,11693.0,30.0,0.16,4.05,7.07,,0.48,72.02,,2.3,182.3,-1015.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.05(need >20.0) | ROCE%:7.07(need >20.0) | SalesG3Y%:2.3(need >12.0) | FCF:-1015.0(need>0)
OIL,Oil India Ltd,,False,7,FAIL,492.0,80012.0,12.1,,12.3,11.6,,0.65,56.66,,-2.0,-8.5,303.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.3(need >20.0) | ROCE%:11.6(need >20.0) | SalesG3Y%:-2.0(need >12.0) | ProfG3Y%:-8.5(need >12.0)
PCBL,PCBL Chemical Ltd,,False,7,FAIL,290.0,11389.0,53.0,,5.58,7.75,,1.25,53.38,,12.4,-23.5,901.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.58(need >20.0) | ROCE%:7.75(need >20.0) | ProfG3Y%:-23.5(need >12.0) | D/E:1.25(need <0.75)
PVRINOX,PVR Inox Ltd,,False,7,FAIL,968.0,9500.0,40.1,1.03,3.28,6.96,,0.92,27.53,,21.0,39.0,2131.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:3.28(need >20.0) | ROCE%:6.96(need >20.0) | D/E:0.92(need <0.75) | Prom%:27.53(need >40.0)
PARADEEP,Paradeep Phosphates Ltd,,False,7,FAIL,128.0,13252.0,12.9,0.27,18.9,17.1,,1.02,57.79,,17.8,48.5,-1570.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.9(need >20.0) | ROCE%:17.1(need >20.0) | D/E:1.02(need <0.75) | FCF:-1570.0(need>0)
PHOENIXLTD,Phoenix Mills Ltd,,False,7,FAIL,1785.0,63903.0,51.5,28.61,11.6,12.8,,0.48,47.25,,19.1,1.8,780.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.6(need >20.0) | ROCE%:12.8(need >20.0) | ProfG3Y%:1.8(need >12.0)
PWL,Physicswallah Ltd,,False,7,FAIL,112.0,32034.0,,,,-2.12,,0.69,72.3,,131.4,,-1006.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:N/A | ROCE%:-2.12(need >20.0) | ProfG3Y%:N/A | FCF:-1006.0(need>0)
RHIM,RHI Magnesita India Ltd,,False,7,FAIL,406.0,8368.0,48.8,6.34,5.19,7.06,,0.1,56.07,,13.7,7.7,260.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.19(need >20.0) | ROCE%:7.06(need >20.0) | ProfG3Y%:7.7(need >12.0)
RAINBOW,Rainbow Childrens Medicare Ltd,,False,7,FAIL,1365.0,13866.0,49.6,4.96,17.9,18.2,,0.54,49.84,,13.2,10.0,161.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.9(need >20.0) | ROCE%:18.2(need >20.0) | ProfG3Y%:10.0(need >12.0)
REDINGTON,Redington Ltd,,False,7,FAIL,225.0,17555.0,11.0,,16.9,17.5,,0.28,0.0,,14.5,-3.7,221.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.9(need >20.0) | ROCE%:17.5(need >20.0) | ProfG3Y%:-3.7(need >12.0) | Prom%:0.0(need >40.0)
SBFC,SBFC Finance Ltd,,False,7,FAIL,91.9,10163.0,29.4,0.4,11.6,11.6,,1.65,52.35,,35.2,74.4,-1241.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.6(need >20.0) | ROCE%:11.6(need >20.0) | D/E:1.65(need <0.75) | FCF:-1241.0(need>0)
SRF,SRF Ltd,,False,7,FAIL,2750.0,81485.0,42.8,,14.3,14.6,,0.36,50.26,,2.0,-5.3,956.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.3(need >20.0) | ROCE%:14.6(need >20.0) | SalesG3Y%:2.0(need >12.0) | ProfG3Y%:-5.3(need >12.0)
SHYAMMETL,Shyam Metalics & Energy Ltd,,False,7,FAIL,979.0,27299.0,25.5,3.23,9.7,13.0,,0.09,74.59,,13.6,7.9,85.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.7(need >20.0) | ROCE%:13.0(need >20.0) | ProfG3Y%:7.9(need >12.0)
SIEMENS,Siemens Ltd,,False,7,FAIL,3677.0,130921.0,55.1,4.59,16.3,21.2,,0.02,75.0,,8.3,12.0,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.3(need >20.0) | SalesG3Y%:8.3(need >12.0) | FCF:0(need>0) | MCap:130921.0(₹200-100000cr)
SBIN,State Bank of India,,False,7,FAIL,968.0,893709.0,11.0,0.76,15.0,6.09,,1.3,55.52,,13.6,14.5,37406.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.0(need >20.0) | ROCE%:6.09(need >20.0) | D/E:1.3(need <0.75) | MCap:893709.0(₹200-100000cr)
SUMICHEM,Sumitomo Chemical India Ltd,,False,7,FAIL,489.0,24441.0,44.0,16.3,17.6,23.4,,0.02,75.0,,-2.7,2.7,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.6(need >20.0) | SalesG3Y%:-2.7(need >12.0) | ProfG3Y%:2.7(need >12.0) | FCF:0(need>0)
SUNPHARMA,Sun Pharmaceutical Industries ,,False,7,FAIL,1841.0,441502.0,35.4,3.34,16.0,20.5,,0.06,54.48,,10.0,10.6,1075.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.0(need >20.0) | SalesG3Y%:10.0(need >12.0) | ProfG3Y%:10.6(need >12.0) | MCap:441502.0(₹200-100000cr)
SUNTV,Sun TV Network Ltd,,False,7,FAIL,493.0,19456.0,13.0,,12.3,16.5,,0.01,75.0,,4.7,-5.5,491.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.3(need >20.0) | ROCE%:16.5(need >20.0) | SalesG3Y%:4.7(need >12.0) | ProfG3Y%:-5.5(need >12.0)
SYNGENE,Syngene International Ltd,,False,7,FAIL,465.0,18739.0,49.9,,7.86,10.1,,0.09,52.68,,5.4,-11.9,55.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.86(need >20.0) | ROCE%:10.1(need >20.0) | SalesG3Y%:5.4(need >12.0) | ProfG3Y%:-11.9(need >12.0)
TECHM,Tech Mahindra Ltd,,False,7,FAIL,1459.0,143011.0,28.6,,17.6,23.1,,0.07,34.97,,2.2,-0.4,5763.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:17.6(need >20.0) | SalesG3Y%:2.2(need >12.0) | ProfG3Y%:-0.4(need >12.0) | Prom%:34.97(need >40.0)
TIMKEN,Timken India Ltd,,False,7,FAIL,3605.0,27132.0,65.4,,14.3,19.0,,0.01,51.05,,,,44.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.3(need >20.0) | ROCE%:19.0(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
TORNTPHARM,Torrent Pharmaceuticals Ltd,,False,7,FAIL,4452.0,150702.0,68.5,3.46,27.6,15.4,,1.79,68.31,,13.3,19.8,-9690.0,,,,,,,,,N/A,N/A,❌ AVOID,ROCE%:15.4(need >20.0) | D/E:1.79(need <0.75) | FCF:-9690.0(need>0) | MCap:150702.0(₹200-100000cr)
TRIDENT,Trident Ltd,,False,7,FAIL,24.4,12434.0,33.0,,8.03,9.86,,0.38,73.68,,1.9,-5.2,84.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.03(need >20.0) | ROCE%:9.86(need >20.0) | SalesG3Y%:1.9(need >12.0) | ProfG3Y%:-5.2(need >12.0)
TIINDIA,Tube Investments of India Ltd,,False,7,FAIL,3039.0,58852.0,89.4,,9.91,17.0,,0.1,44.05,,15.1,-5.5,-2792.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.91(need >20.0) | ROCE%:17.0(need >20.0) | ProfG3Y%:-5.5(need >12.0) | FCF:-2792.0(need>0)
ULTRACEMCO,UltraTech Cement Ltd,,False,7,FAIL,11623.0,342598.0,41.4,2.39,11.2,12.8,,0.31,59.33,,11.9,17.3,5836.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.2(need >20.0) | ROCE%:12.8(need >20.0) | SalesG3Y%:11.9(need >12.0) | MCap:342598.0(₹200-100000cr)
VBL,Varun Beverages Ltd,,False,7,FAIL,531.0,179684.0,56.5,3.74,16.2,19.7,,0.13,59.43,,12.3,15.1,784.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.2(need >20.0) | ROCE%:19.7(need >20.0) | MCap:179684.0(₹200-100000cr)
VEDL,Vedanta Ltd,,False,7,FAIL,345.0,134808.0,15.6,0.78,19.0,16.5,,0.56,56.38,,-18.9,20.1,15161.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.0(need >20.0) | ROCE%:16.5(need >20.0) | SalesG3Y%:-18.9(need >12.0) | MCap:134808.0(₹200-100000cr)
VOLTAS,Voltas Ltd,,False,7,FAIL,1271.0,42051.0,107.0,2.7,6.1,9.04,,0.16,30.3,,14.5,39.6,353.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.1(need >20.0) | ROCE%:9.04(need >20.0) | Prom%:30.3(need >40.0)
ZEEL,Zee Entertainment Enterprises ,,False,7,FAIL,82.8,7950.0,28.5,0.36,2.4,2.75,,0.02,3.99,,0.0,78.1,409.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:2.4(need >20.0) | ROCE%:2.75(need >20.0) | SalesG3Y%:0.0(need >12.0) | Prom%:3.99(need >40.0)
ZYDUSWELL,Zydus Wellness Ltd,,False,7,FAIL,481.0,15289.0,65.9,,4.04,4.96,,0.55,69.64,,20.7,-14.0,-2684.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:4.04(need >20.0) | ROCE%:4.96(need >20.0) | ProfG3Y%:-14.0(need >12.0) | FCF:-2684.0(need>0)
360ONE,360 ONE WAM Ltd,,False,6,FAIL,1125.0,45742.0,37.6,1.66,14.4,12.1,,1.62,6.24,,28.5,22.7,-4534.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:12.1(need >20.0) | D/E:1.62(need <0.75) | Prom%:6.24(need >40.0)
ABCAPITAL,Aditya Birla Capital Ltd,,False,6,FAIL,363.0,95188.0,25.0,,11.7,8.72,,5.22,68.51,,14.7,-7.1,-40088.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.7(need >20.0) | ROCE%:8.72(need >20.0) | ProfG3Y%:-7.1(need >12.0) | D/E:5.22(need <0.75)
ABLBL,Aditya Birla Lifestyle Brands ,,False,6,FAIL,102.0,12451.0,59.5,,15.6,14.7,,2.14,46.6,,,,1021.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:14.7(need >20.0) | SalesG3Y%:N/A | ProfG3Y%:N/A
ABREL,Aditya Birla Real Estate Ltd,,False,6,FAIL,1269.0,14169.0,,,-7.43,-4.26,,1.52,50.21,,-52.6,-45.0,159.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-7.43(need >20.0) | ROCE%:-4.26(need >20.0) | SalesG3Y%:-52.6(need >12.0) | ProfG3Y%:-45.0(need >12.0)
AFCONS,Afcons Infrastructure Ltd,,False,6,FAIL,322.0,11853.0,41.1,,5.38,13.6,,0.67,50.17,,-1.9,-15.2,-529.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:5.38(need >20.0) | ROCE%:13.6(need >20.0) | SalesG3Y%:-1.9(need >12.0) | ProfG3Y%:-15.2(need >12.0)
AMBUJACEM,Ambuja Cements Ltd,,False,6,FAIL,450.0,111768.0,22.4,0.97,8.83,5.57,,0.01,67.33,,1.5,23.1,-2573.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.83(need >20.0) | ROCE%:5.57(need >20.0) | SalesG3Y%:1.5(need >12.0) | FCF:-2573.0(need>0)
APOLLOTYRE,Apollo Tyres Ltd,,False,6,FAIL,393.0,24972.0,12.1,1.27,13.2,13.8,,0.22,36.93,,5.0,9.5,2326.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.2(need >20.0) | ROCE%:13.8(need >20.0) | SalesG3Y%:5.0(need >12.0) | ProfG3Y%:9.5(need >12.0)
ASTRAL,Astral Ltd,,False,6,FAIL,1579.0,42409.0,76.9,17.88,14.4,19.9,,0.06,54.22,,8.4,4.3,611.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.4(need >20.0) | ROCE%:19.9(need >20.0) | SalesG3Y%:8.4(need >12.0) | ProfG3Y%:4.3(need >12.0)
BEML,BEML Ltd,,False,6,FAIL,1845.0,15353.0,61.6,3.76,10.5,15.6,,0.24,54.03,,2.6,16.4,-22.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.5(need >20.0) | ROCE%:15.6(need >20.0) | SalesG3Y%:2.6(need >12.0) | FCF:-22.0(need>0)
BAJFINANCE,Bajaj Finance Ltd,,False,6,FAIL,930.0,579077.0,30.2,1.6,18.2,10.8,,3.82,54.71,,25.6,18.9,-69179.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.2(need >20.0) | ROCE%:10.8(need >20.0) | D/E:3.82(need <0.75) | FCF:-69179.0(need>0)
BAJAJFINSV,Bajaj Finserv Ltd,,False,6,FAIL,1801.0,288243.0,29.0,1.69,13.2,10.5,,5.52,58.72,,22.4,17.2,-67936.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.2(need >20.0) | ROCE%:10.5(need >20.0) | D/E:5.52(need <0.75) | FCF:-67936.0(need>0)
BANKBARODA,Bank of Baroda,,False,6,FAIL,271.0,140220.0,7.07,0.69,12.7,5.63,,1.03,63.97,,12.4,10.2,30151.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.7(need >20.0) | ROCE%:5.63(need >20.0) | ProfG3Y%:10.2(need >12.0) | D/E:1.03(need <0.75)
BATAINDIA,Bata India Ltd,,False,6,FAIL,699.0,8980.0,46.8,,15.6,15.1,,0.9,50.16,,0.2,-18.0,791.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.6(need >20.0) | ROCE%:15.1(need >20.0) | SalesG3Y%:0.2(need >12.0) | ProfG3Y%:-18.0(need >12.0)
BIOCON,Biocon Ltd,,False,6,FAIL,436.0,70729.0,182.0,,1.4,3.75,,0.45,44.91,,14.8,-16.9,-88.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.4(need >20.0) | ROCE%:3.75(need >20.0) | ProfG3Y%:-16.9(need >12.0) | FCF:-88.0(need>0)
FIRSTCRY,Brainbees Solutions Ltd,,False,6,FAIL,237.0,12378.0,,,-2.37,0.57,,0.33,,,14.9,,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:-2.37(need >20.0) | ROCE%:0.57(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
CARBORUNIV,Carborundum Universal Ltd,,False,6,FAIL,1043.0,19868.0,77.6,,6.89,10.5,,0.11,38.89,,3.8,-27.6,150.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.89(need >20.0) | ROCE%:10.5(need >20.0) | SalesG3Y%:3.8(need >12.0) | ProfG3Y%:-27.6(need >12.0)
CHOLAFIN,Cholamandalam Investment & Fin,,False,6,FAIL,1567.0,133644.0,25.5,1.01,19.3,9.7,,6.93,49.25,,34.1,25.2,-32575.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:19.3(need >20.0) | ROCE%:9.7(need >20.0) | D/E:6.93(need <0.75) | FCF:-32575.0(need>0)
CONCOR,Container Corporation Of India,,False,6,FAIL,476.0,36228.0,29.2,14.6,9.81,12.4,,0.07,54.8,,3.6,2.0,1246.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.81(need >20.0) | ROCE%:12.4(need >20.0) | SalesG3Y%:3.6(need >12.0) | ProfG3Y%:2.0(need >12.0)
CRAFTSMAN,Craftsman Automation Ltd,,False,6,FAIL,8668.0,20716.0,52.7,3.47,12.8,14.2,,1.11,48.7,,36.4,15.2,-791.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:12.8(need >20.0) | ROCE%:14.2(need >20.0) | D/E:1.11(need <0.75) | FCF:-791.0(need>0)
CREDITACC,CreditAccess Grameen Ltd,,False,6,FAIL,1298.0,20784.0,26.7,,10.5,9.96,,3.01,66.24,,20.2,-2.0,-2871.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.5(need >20.0) | ROCE%:9.96(need >20.0) | ProfG3Y%:-2.0(need >12.0) | D/E:3.01(need <0.75)
CROMPTON,Crompton Greaves Consumer Elec,,False,6,FAIL,289.0,18622.0,55.5,,10.6,18.1,,0.07,0.0,,5.6,-0.8,548.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.6(need >20.0) | ROCE%:18.1(need >20.0) | SalesG3Y%:5.6(need >12.0) | ProfG3Y%:-0.8(need >12.0)
CYIENT,Cyient Ltd,,False,6,FAIL,926.0,10287.0,21.5,,8.69,12.4,,0.08,23.28,,6.5,-3.4,899.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.69(need >20.0) | ROCE%:12.4(need >20.0) | SalesG3Y%:6.5(need >12.0) | ProfG3Y%:-3.4(need >12.0)
DCMSHRIRAM,DCM Shriram Ltd,,False,6,FAIL,1088.0,16965.0,19.4,,11.8,11.8,,0.38,66.53,,5.4,-2.1,-7.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.8(need >20.0) | ROCE%:11.8(need >20.0) | SalesG3Y%:5.4(need >12.0) | ProfG3Y%:-2.1(need >12.0)
DEEPAKNTR,Deepak Nitrite Ltd,,False,6,FAIL,1727.0,23539.0,42.0,,9.97,11.5,,0.28,49.33,,-0.4,-13.5,-130.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.97(need >20.0) | ROCE%:11.5(need >20.0) | SalesG3Y%:-0.4(need >12.0) | ProfG3Y%:-13.5(need >12.0)
DELHIVERY,Delhivery Ltd,,False,6,FAIL,464.0,34722.0,195.0,,1.87,2.82,,0.15,,,13.3,,432.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.87(need >20.0) | ROCE%:2.82(need >20.0) | ProfG3Y%:N/A | Prom%:N/A
EIDPARRY,EID Parry (India) Ltd,,False,6,FAIL,765.0,13596.0,19.6,,8.3,17.8,,0.4,41.45,,3.0,-8.9,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.3(need >20.0) | ROCE%:17.8(need >20.0) | SalesG3Y%:3.0(need >12.0) | ProfG3Y%:-8.9(need >12.0)
EXIDEIND,Exide Industries Ltd,,False,6,FAIL,366.0,31163.0,36.2,24.13,6.19,8.79,,0.11,45.99,,6.1,1.5,862.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.19(need >20.0) | ROCE%:8.79(need >20.0) | SalesG3Y%:6.1(need >12.0) | ProfG3Y%:1.5(need >12.0)
NYKAA,FSN E-Commerce Ventures Ltd,,False,6,FAIL,266.0,76284.0,364.0,3.21,15.3,17.2,,0.86,52.09,,24.9,113.4,485.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.3(need >20.0) | ROCE%:17.2(need >20.0) | D/E:0.86(need <0.75)
FINCABLES,Finolex Cables Ltd,,False,6,FAIL,1086.0,16612.0,24.4,2.3,13.4,17.7,,0.0,35.86,,10.0,10.6,125.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.4(need >20.0) | ROCE%:17.7(need >20.0) | SalesG3Y%:10.0(need >12.0) | ProfG3Y%:10.6(need >12.0)
GAIL,GAIL (India) Ltd,,False,6,FAIL,168.0,110199.0,14.5,1.36,8.71,9.68,,0.28,51.88,,-0.9,10.7,2095.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.71(need >20.0) | ROCE%:9.68(need >20.0) | SalesG3Y%:-0.9(need >12.0) | ProfG3Y%:10.7(need >12.0)
GLENMARK,Glenmark Pharmaceuticals Ltd,,False,6,FAIL,2351.0,66396.0,24.5,10.65,15.8,19.4,,0.13,46.65,,12.4,2.3,-770.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.8(need >20.0) | ROCE%:19.4(need >20.0) | ProfG3Y%:2.3(need >12.0) | FCF:-770.0(need>0)
MEDANTA,Global Health Ltd,,False,6,FAIL,1229.0,33061.0,59.3,3.07,15.2,17.1,,0.3,33.01,,17.6,19.3,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:15.2(need >20.0) | ROCE%:17.1(need >20.0) | Prom%:33.01(need >40.0) | FCF:0(need>0)
GODREJIND,Godrej Industries Ltd,,False,6,FAIL,1140.0,38466.0,30.4,1.58,11.9,8.84,,4.61,74.63,,9.9,19.3,-8653.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.9(need >20.0) | ROCE%:8.84(need >20.0) | SalesG3Y%:9.9(need >12.0) | D/E:4.61(need <0.75)
GESHIP,Great Eastern Shipping Company,,False,6,FAIL,1651.0,23581.0,8.01,1.74,18.8,18.4,,0.06,30.08,,-1.7,4.6,1667.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.8(need >20.0) | ROCE%:18.4(need >20.0) | SalesG3Y%:-1.7(need >12.0) | ProfG3Y%:4.6(need >12.0)
FLUOROCHEM,Gujarat Fluorochemicals Ltd,,False,6,FAIL,3784.0,41586.0,70.7,,7.78,9.86,,0.29,61.39,,-4.2,-24.3,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.78(need >20.0) | ROCE%:9.86(need >20.0) | SalesG3Y%:-4.2(need >12.0) | ProfG3Y%:-24.3(need >12.0)
GMDCLTD,Gujarat Mineral Development Co,,False,6,FAIL,693.0,22057.0,39.2,,8.34,10.8,,0.04,74.0,,-8.8,-7.4,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:8.34(need >20.0) | ROCE%:10.8(need >20.0) | SalesG3Y%:-8.8(need >12.0) | ProfG3Y%:-7.4(need >12.0)
HEG,HEG Ltd,,False,6,FAIL,587.0,11327.0,33.5,,7.34,8.34,,0.17,56.27,,1.4,-13.8,-107.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.34(need >20.0) | ROCE%:8.34(need >20.0) | SalesG3Y%:1.4(need >12.0) | ProfG3Y%:-13.8(need >12.0)
HDFCBANK,HDFC Bank Ltd,,False,6,FAIL,779.0,1199220.0,15.8,0.8,13.8,7.04,,1.01,0.0,,26.9,19.7,119869.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:13.8(need >20.0) | ROCE%:7.04(need >20.0) | D/E:1.01(need <0.75) | Prom%:0.0(need >40.0)
INDUSINDBK,IndusInd Bank Ltd,,False,6,FAIL,932.0,72644.0,81.7,,1.36,5.68,,0.65,15.82,,8.3,-50.8,359.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.36(need >20.0) | ROCE%:5.68(need >20.0) | SalesG3Y%:8.3(need >12.0) | ProfG3Y%:-50.8(need >12.0)
NAUKRI,Info Edge (India) Ltd,,False,6,FAIL,981.0,63655.0,44.7,,3.91,5.43,,0.01,37.5,,11.9,-48.5,465.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:3.91(need >20.0) | ROCE%:5.43(need >20.0) | SalesG3Y%:11.9(need >12.0) | ProfG3Y%:-48.5(need >12.0)
INOXWIND,Inox Wind Ltd,,False,6,FAIL,96.2,16636.0,33.2,6.51,11.7,11.5,,0.17,44.18,,82.1,5.1,-268.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.7(need >20.0) | ROCE%:11.5(need >20.0) | ProfG3Y%:5.1(need >12.0) | FCF:-268.0(need>0)
JKTYRE,JK Tyre & Industries Ltd,,False,6,FAIL,394.0,11361.0,12.8,0.29,16.2,15.5,,0.81,51.72,,3.7,43.4,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:16.2(need >20.0) | ROCE%:15.5(need >20.0) | SalesG3Y%:3.7(need >12.0) | D/E:0.81(need <0.75)
JSWCEMENT,JSW Cement Ltd,,False,6,FAIL,131.0,17882.0,27.4,,14.6,11.0,,0.68,72.04,,3.9,-37.2,-479.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:14.6(need >20.0) | ROCE%:11.0(need >20.0) | SalesG3Y%:3.9(need >12.0) | ProfG3Y%:-37.2(need >12.0)
JSWENERGY,JSW Energy Ltd,,False,6,FAIL,576.0,101202.0,44.3,1.92,7.86,8.29,,2.5,69.41,,22.3,23.1,-10373.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:7.86(need >20.0) | ROCE%:8.29(need >20.0) | D/E:2.5(need <0.75) | FCF:-10373.0(need>0)
JSWSTEEL,JSW Steel Ltd,,False,6,FAIL,1294.0,316626.0,34.8,0.42,10.1,10.9,,0.99,45.31,,3.8,83.3,43842.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:10.1(need >20.0) | ROCE%:10.9(need >20.0) | SalesG3Y%:3.8(need >12.0) | D/E:0.99(need <0.75)
JIOFIN,Jio Financial Services Ltd,,False,6,FAIL,241.0,158878.0,103.0,0.38,1.19,1.86,,0.16,49.13,,327.4,269.3,-21136.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:1.19(need >20.0) | ROCE%:1.86(need >20.0) | FCF:-21136.0(need>0) | MCap:158878.0(₹200-100000cr)
JUBLFOOD,Jubilant Foodworks Ltd,,False,6,FAIL,430.0,28373.0,68.2,8.63,18.9,14.6,,2.14,40.27,,22.6,7.9,810.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:18.9(need >20.0) | ROCE%:14.6(need >20.0) | ProfG3Y%:7.9(need >12.0) | D/E:2.14(need <0.75)
JUBLINGREA,Jubilant Ingrevia Ltd,,False,6,FAIL,697.0,11111.0,38.6,,9.51,11.4,,0.25,45.22,,-2.8,-3.4,0.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:9.51(need >20.0) | ROCE%:11.4(need >20.0) | SalesG3Y%:-2.8(need >12.0) | ProfG3Y%:-3.4(need >12.0)
JUBLPHARMA,Jubilant Pharmova Ltd,,False,6,FAIL,985.0,15697.0,35.9,,6.55,8.99,,0.51,47.67,,9.6,-1.2,-33.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:6.55(need >20.0) | ROCE%:8.99(need >20.0) | SalesG3Y%:9.6(need >12.0) | ProfG3Y%:-1.2(need >12.0)
KEC,KEC International Ltd,,False,6,FAIL,499.0,13293.0,20.4,0.4,11.3,14.5,,0.87,50.1,,10.8,51.0,-656.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.3(need >20.0) | ROCE%:14.5(need >20.0) | SalesG3Y%:10.8(need >12.0) | D/E:0.87(need <0.75)
KOTAKBANK,Kotak Mahindra Bank Ltd,,False,6,FAIL,389.0,386668.0,20.3,2.28,11.2,6.93,,0.53,25.87,,18.3,8.9,25208.0,,,,,,,,,N/A,N/A,❌ AVOID,ROE%:11.2(need >20.0) | ROCE%:6.93(need >20.0) | ProfG3Y%:8.9(need >12.0) | Prom%:25.87(need >40.0)
